datetime,wattage,sunlight
10/05/2016 04:00:00,1.134,2
10/05/2016 05:00:00,1.812,2
10/05/2016 06:00:00,1.788,2
10/05/2016 07:00:00,1.859,2
10/05/2016 08:00:00,3.522,559
10/05/2016 09:00:00,4.474,64
10/05/2016 10:00:00,5.443,278
10/05/2016 11:00:00,6.085,483
10/05/2016 12:00:00,5.733,639
10/05/2016 13:00:00,5.71,724
10/05/2016 14:00:00,5.709,752
10/05/2016 15:00:00,6.057,700
10/05/2016 16:00:00,5.895,587
10/05/2016 17:00:00,5.888,414
10/05/2016 18:00:00,5.619,204
10/05/2016 19:00:00,5.608,736
10/05/2016 20:00:00,5.589,2
10/05/2016 21:00:00,5.392,2
10/05/2016 22:00:00,4.953,2
10/05/2016 23:00:00,4.42,2
10/06/2016 00:00:00,2.417,2
10/06/2016 01:00:00,2.347,2
10/06/2016 02:00:00,1.548,2
10/06/2016 03:00:00,1.303,2
10/06/2016 04:00:00,1.315,2
10/06/2016 05:00:00,2.093,2
10/06/2016 06:00:00,1.905,2
10/06/2016 07:00:00,2.392,2
10/06/2016 08:00:00,5.522,227
10/06/2016 09:00:00,6.54,758
10/06/2016 10:00:00,6.741,111
10/06/2016 11:00:00,6.264,486
10/06/2016 12:00:00,6.325,618
10/06/2016 13:00:00,6.372,729
10/06/2016 14:00:00,6.656,757
10/06/2016 15:00:00,6.519,704
10/06/2016 16:00:00,5.963,613
10/06/2016 17:00:00,5.916,413
10/06/2016 18:00:00,5.704,202
10/06/2016 19:00:00,4.348,736
10/06/2016 20:00:00,4.098,2
10/06/2016 21:00:00,3.661,2
10/06/2016 22:00:00,3.664,2
10/06/2016 23:00:00,3.01,2
10/07/2016 00:00:00,1.521,2
10/07/2016 01:00:00,1.098,2
10/07/2016 02:00:00,1.105,2
10/07/2016 03:00:00,1.104,2
10/07/2016 04:00:00,1.096,2
10/07/2016 05:00:00,1.993,2
10/07/2016 06:00:00,1.605,2
10/07/2016 07:00:00,2.074,2
10/07/2016 08:00:00,4.638,116
10/07/2016 09:00:00,5.291,382
10/07/2016 10:00:00,6.245,905
10/07/2016 11:00:00,7.102,14
10/07/2016 12:00:00,6.589,165
10/07/2016 13:00:00,6.564,91
10/07/2016 14:00:00,7.045,170
10/07/2016 15:00:00,6.938,123
10/07/2016 16:00:00,6.563,415
10/07/2016 17:00:00,3.93,426
10/07/2016 18:00:00,2.525,471
10/07/2016 19:00:00,1.007,239
10/07/2016 20:00:00,0.937,116
10/07/2016 21:00:00,0.928,116
10/07/2016 22:00:00,0.93,2
10/07/2016 23:00:00,0.922,2
10/08/2016 00:00:00,0.808,2
10/08/2016 01:00:00,0.93,2
10/08/2016 02:00:00,0.933,2
10/08/2016 03:00:00,0.923,116
10/08/2016 04:00:00,0.962,2
10/08/2016 05:00:00,0.924,116
10/08/2016 06:00:00,0.936,2
10/08/2016 07:00:00,0.918,2
10/08/2016 08:00:00,0.946,116
10/08/2016 09:00:00,0.923,315
10/08/2016 10:00:00,0.932,944
10/08/2016 11:00:00,1.021,103
10/08/2016 12:00:00,1.144,453
10/08/2016 13:00:00,1.145,486
10/08/2016 14:00:00,0.926,369
10/08/2016 15:00:00,1.652,658
10/08/2016 16:00:00,1.455,565
10/08/2016 17:00:00,1.064,358
10/08/2016 18:00:00,1.068,208
10/08/2016 19:00:00,1.059,471
10/08/2016 20:00:00,1.072,2
10/08/2016 21:00:00,1.065,1
10/08/2016 22:00:00,1.071,2
10/08/2016 23:00:00,1.35,2
10/09/2016 00:00:00,0.926,116
10/09/2016 01:00:00,0.949,2
10/09/2016 02:00:00,0.936,2
10/09/2016 03:00:00,0.923,2
10/09/2016 04:00:00,0.931,2
10/09/2016 05:00:00,0.932,2
10/09/2016 06:00:00,0.935,116
10/09/2016 07:00:00,0.92,2
10/09/2016 08:00:00,0.934,337
10/09/2016 09:00:00,0.931,70
10/09/2016 10:00:00,0.936,286
10/09/2016 11:00:00,0.918,489
10/09/2016 12:00:00,1.071,643
10/09/2016 13:00:00,1.109,733
10/09/2016 14:00:00,0.935,753
10/09/2016 15:00:00,0.926,706
10/09/2016 16:00:00,0.931,594
10/09/2016 17:00:00,0.93,421
10/09/2016 18:00:00,0.93,200
10/09/2016 19:00:00,0.927,671
10/09/2016 20:00:00,0.933,2
10/09/2016 21:00:00,1.124,2
10/09/2016 22:00:00,1.914,1
10/09/2016 23:00:00,1.75,2
10/10/2016 00:00:00,1.893,2
10/10/2016 01:00:00,1.386,2
10/10/2016 02:00:00,1.027,2
10/10/2016 03:00:00,1.025,2
10/10/2016 04:00:00,1.006,2
10/10/2016 05:00:00,1.805,2
10/10/2016 06:00:00,1.513,116
10/10/2016 07:00:00,1.524,2
10/10/2016 08:00:00,4.749,337
10/10/2016 09:00:00,5.751,67
10/10/2016 10:00:00,6.003,285
10/10/2016 11:00:00,6.059,487
10/10/2016 12:00:00,6.324,635
10/10/2016 13:00:00,6.898,728
10/10/2016 14:00:00,6.907,756
10/10/2016 15:00:00,6.462,707
10/10/2016 16:00:00,6.111,584
10/10/2016 17:00:00,5.923,412
10/10/2016 18:00:00,5.924,180
10/10/2016 19:00:00,5.547,537
10/10/2016 20:00:00,5.081,2
10/10/2016 21:00:00,5.304,2
10/10/2016 22:00:00,5.319,2
10/10/2016 23:00:00,4.79,2
10/11/2016 00:00:00,2.426,2
10/11/2016 01:00:00,2.148,2
10/11/2016 02:00:00,1.452,2
10/11/2016 03:00:00,1.152,2
10/11/2016 04:00:00,1.17,2
10/11/2016 05:00:00,1.854,2
10/11/2016 06:00:00,2.097,2
10/11/2016 07:00:00,2.451,2
10/11/2016 08:00:00,4.871,337
10/11/2016 09:00:00,5.877,85
10/11/2016 10:00:00,6.588,285
10/11/2016 11:00:00,6.697,484
10/11/2016 12:00:00,6.617,636
10/11/2016 13:00:00,6.862,733
10/11/2016 14:00:00,7.128,749
10/11/2016 15:00:00,7.188,697
10/11/2016 16:00:00,7.17,584
10/11/2016 17:00:00,6.806,401
10/11/2016 18:00:00,6.275,186
10/11/2016 19:00:00,5.789,560
10/11/2016 20:00:00,5.581,1
10/11/2016 21:00:00,5.526,2
10/11/2016 22:00:00,5.939,2
10/11/2016 23:00:00,5.55,2
10/12/2016 00:00:00,2.601,2
10/12/2016 01:00:00,2.193,2
10/12/2016 02:00:00,1.668,2
10/12/2016 03:00:00,1.666,2
10/12/2016 04:00:00,1.649,2
10/12/2016 05:00:00,1.902,2
10/12/2016 06:00:00,2.133,2
10/12/2016 07:00:00,2.048,2
10/12/2016 08:00:00,4.669,337
10/12/2016 09:00:00,5.877,60
10/12/2016 10:00:00,6.521,278
10/12/2016 11:00:00,6.79,484
10/12/2016 12:00:00,6.593,638
10/12/2016 13:00:00,6.489,727
10/12/2016 14:00:00,6.888,748
10/12/2016 15:00:00,6.869,698
10/12/2016 16:00:00,6.944,581
10/12/2016 17:00:00,6.236,406
10/12/2016 18:00:00,6.013,187
10/12/2016 19:00:00,5.435,493
10/12/2016 20:00:00,5.242,2
10/12/2016 21:00:00,5.156,2
10/12/2016 22:00:00,5.32,2
10/12/2016 23:00:00,4.768,2
10/13/2016 00:00:00,1.966,2
10/13/2016 01:00:00,2.454,2
10/13/2016 02:00:00,2.352,2
10/13/2016 03:00:00,1.61,2
10/13/2016 04:00:00,1.637,2
10/13/2016 05:00:00,2.058,2
10/13/2016 06:00:00,2.049,2
10/13/2016 07:00:00,2.382,2
10/13/2016 08:00:00,4.829,227
10/13/2016 09:00:00,5.662,44
10/13/2016 10:00:00,6.209,253
10/13/2016 11:00:00,6.598,445
10/13/2016 12:00:00,6.503,597
10/13/2016 13:00:00,6.68,687
10/13/2016 14:00:00,6.788,707
10/13/2016 15:00:00,6.195,654
10/13/2016 16:00:00,6.17,538
10/13/2016 17:00:00,5.26,365
10/13/2016 18:00:00,4.995,155
10/13/2016 19:00:00,4.833,326
10/13/2016 20:00:00,4.692,116
10/13/2016 21:00:00,4.922,2
10/13/2016 22:00:00,5.259,2
10/13/2016 23:00:00,4.436,2
10/14/2016 00:00:00,1.921,2
10/14/2016 01:00:00,2.381,116
10/14/2016 02:00:00,1.535,2
10/14/2016 03:00:00,1.495,116
10/14/2016 04:00:00,1.501,116
10/14/2016 05:00:00,1.638,2
10/14/2016 06:00:00,2.001,2
10/14/2016 07:00:00,2.047,2
10/14/2016 08:00:00,4.192,227
10/14/2016 09:00:00,5.02,23
10/14/2016 10:00:00,5.7,235
10/14/2016 11:00:00,6.432,420
10/14/2016 12:00:00,5.883,459
10/14/2016 13:00:00,6.029,436
10/14/2016 14:00:00,5.81,611
10/14/2016 15:00:00,6.063,481
10/14/2016 16:00:00,6.36,363
10/14/2016 17:00:00,4.478,113
10/14/2016 18:00:00,2.609,102
10/14/2016 19:00:00,2.093,150
10/14/2016 20:00:00,1.91,2
10/14/2016 21:00:00,0.954,2
10/14/2016 22:00:00,0.963,2
10/14/2016 23:00:00,0.959,2
10/15/2016 00:00:00,0.832,2
10/15/2016 01:00:00,0.955,2
10/15/2016 02:00:00,0.964,2
10/15/2016 03:00:00,0.952,2
10/15/2016 04:00:00,0.965,2
10/15/2016 05:00:00,0.956,2
10/15/2016 06:00:00,0.958,2
10/15/2016 07:00:00,0.912,2
10/15/2016 08:00:00,0.923,116
10/15/2016 09:00:00,0.915,282
10/15/2016 10:00:00,1.261,35
10/15/2016 11:00:00,0.908,212
10/15/2016 12:00:00,0.916,573
10/15/2016 13:00:00,0.927,621
10/15/2016 14:00:00,0.93,541
10/15/2016 15:00:00,0.906,575
10/15/2016 16:00:00,1.216,171
10/15/2016 17:00:00,1.078,76
10/15/2016 18:00:00,1.234,887
10/15/2016 19:00:00,1.474,216
10/15/2016 20:00:00,0.918,2
10/15/2016 21:00:00,0.93,116
10/15/2016 22:00:00,0.922,116
10/15/2016 23:00:00,0.917,2
10/16/2016 00:00:00,0.789,2
10/16/2016 01:00:00,0.923,2
10/16/2016 02:00:00,0.927,2
10/16/2016 03:00:00,0.916,2
10/16/2016 04:00:00,0.917,2
10/16/2016 05:00:00,0.911,2
10/16/2016 06:00:00,0.926,2
10/16/2016 07:00:00,0.918,2
10/16/2016 08:00:00,0.914,116
10/16/2016 09:00:00,1.073,626
10/16/2016 10:00:00,0.936,214
10/16/2016 11:00:00,0.915,414
10/16/2016 12:00:00,0.922,383
10/16/2016 13:00:00,0.916,717
10/16/2016 14:00:00,0.923,712
10/16/2016 15:00:00,0.932,264
10/16/2016 16:00:00,0.96,508
10/16/2016 17:00:00,0.918,217
10/16/2016 18:00:00,0.92,131
10/16/2016 19:00:00,0.915,216
10/16/2016 20:00:00,0.923,2
10/16/2016 21:00:00,1.54,2
10/16/2016 22:00:00,2.093,2
10/16/2016 23:00:00,1.988,2
10/17/2016 00:00:00,1.746,2
10/17/2016 01:00:00,2.525,116
10/17/2016 02:00:00,1.691,116
10/17/2016 03:00:00,1.662,116
10/17/2016 04:00:00,1.659,116
10/17/2016 05:00:00,2.093,2
10/17/2016 06:00:00,2.042,116
10/17/2016 07:00:00,2.437,2
10/17/2016 08:00:00,4.68,227
10/17/2016 09:00:00,5.77,20
10/17/2016 10:00:00,6.194,221
10/17/2016 11:00:00,6.29,416
10/17/2016 12:00:00,6.566,566
10/17/2016 13:00:00,6.37,662
10/17/2016 14:00:00,6.218,677
10/17/2016 15:00:00,6.099,627
10/17/2016 16:00:00,6.264,508
10/17/2016 17:00:00,6.696,339
10/17/2016 18:00:00,6.25,130
10/17/2016 19:00:00,6.044,194
10/17/2016 20:00:00,5.773,2
10/17/2016 21:00:00,5.336,2
10/17/2016 22:00:00,5.797,2
10/17/2016 23:00:00,4.327,2
10/18/2016 00:00:00,2.207,2
10/18/2016 01:00:00,1.643,116
10/18/2016 02:00:00,1.663,116
10/18/2016 03:00:00,1.665,116
10/18/2016 04:00:00,1.649,116
10/18/2016 05:00:00,2.061,2
10/18/2016 06:00:00,2.105,2
10/18/2016 07:00:00,2.759,2
10/18/2016 08:00:00,4.932,116
10/18/2016 09:00:00,6.899,13
10/18/2016 10:00:00,7.086,54
10/18/2016 11:00:00,6.513,433
10/18/2016 12:00:00,5.668,564
10/18/2016 13:00:00,6.201,597
10/18/2016 14:00:00,6.814,773
10/18/2016 15:00:00,6.915,369
10/18/2016 16:00:00,6.824,500
10/18/2016 17:00:00,6.248,272
10/18/2016 18:00:00,5.563,100
10/18/2016 19:00:00,5.192,172
10/18/2016 20:00:00,5.262,2
10/18/2016 21:00:00,5.074,2
10/18/2016 22:00:00,5.165,2
10/18/2016 23:00:00,3.848,2
10/19/2016 00:00:00,1.736,2
10/19/2016 01:00:00,2.574,2
10/19/2016 02:00:00,2.288,2
10/19/2016 03:00:00,1.573,2
10/19/2016 04:00:00,1.588,2
10/19/2016 05:00:00,2.114,2
10/19/2016 06:00:00,2.117,2
10/19/2016 07:00:00,2.393,2
10/19/2016 08:00:00,4.447,116
10/19/2016 09:00:00,5.204,13
10/19/2016 10:00:00,6.47,212
10/19/2016 11:00:00,6.819,405
10/19/2016 12:00:00,5.821,553
10/19/2016 13:00:00,6.428,645
10/19/2016 14:00:00,6.641,672
10/19/2016 15:00:00,5.915,622
10/19/2016 16:00:00,5.756,512
10/19/2016 17:00:00,6.041,331
10/19/2016 18:00:00,5.375,120
10/19/2016 19:00:00,5.31,117
10/19/2016 20:00:00,5.591,2
10/19/2016 21:00:00,5.084,2
10/19/2016 22:00:00,5.086,2
10/19/2016 23:00:00,4.266,2
10/20/2016 00:00:00,2.087,2
10/20/2016 01:00:00,2.335,2
10/20/2016 02:00:00,1.276,2
10/20/2016 03:00:00,1.109,2
10/20/2016 04:00:00,1.116,2
10/20/2016 05:00:00,1.864,2
10/20/2016 06:00:00,1.622,2
10/20/2016 07:00:00,2.391,2
10/20/2016 08:00:00,5.747,116
10/20/2016 09:00:00,6.429,834
10/20/2016 10:00:00,6.713,213
10/20/2016 11:00:00,6.5,390
10/20/2016 12:00:00,6.408,552
10/20/2016 13:00:00,6.421,642
10/20/2016 14:00:00,6.522,680
10/20/2016 15:00:00,6.362,597
10/20/2016 16:00:00,6.162,331
10/20/2016 17:00:00,6.17,321
10/20/2016 18:00:00,5.753,75
10/20/2016 19:00:00,4.831,117
10/20/2016 20:00:00,4.314,116
10/20/2016 21:00:00,4.485,116
10/20/2016 22:00:00,4.582,116
10/20/2016 23:00:00,3.968,116
10/21/2016 00:00:00,2.33,2
10/21/2016 01:00:00,2.423,2
10/21/2016 02:00:00,1.405,2
10/21/2016 03:00:00,1.285,2
10/21/2016 04:00:00,1.266,2
10/21/2016 05:00:00,1.96,2
10/21/2016 06:00:00,1.935,2
10/21/2016 07:00:00,3.429,2
10/21/2016 08:00:00,4.293,116
10/21/2016 09:00:00,5.021,526
10/21/2016 10:00:00,5.31,186
10/21/2016 11:00:00,5.131,439
10/21/2016 12:00:00,5.261,583
10/21/2016 13:00:00,5.557,676
10/21/2016 14:00:00,5.822,688
10/21/2016 15:00:00,5.82,475
10/21/2016 16:00:00,6.014,557
10/21/2016 17:00:00,4.449,362
10/21/2016 18:00:00,1.977,73
10/21/2016 19:00:00,1.065,117
10/21/2016 20:00:00,1.016,2
10/21/2016 21:00:00,1.021,2
10/21/2016 22:00:00,1.013,2
10/21/2016 23:00:00,1.015,2
10/22/2016 00:00:00,0.874,2
10/22/2016 01:00:00,1.024,2
10/22/2016 02:00:00,1.054,2
10/22/2016 03:00:00,1.159,2
10/22/2016 04:00:00,1.019,2
10/22/2016 05:00:00,1.041,2
10/22/2016 06:00:00,1.017,2
10/22/2016 07:00:00,1.011,2
10/22/2016 08:00:00,1.015,2
10/22/2016 09:00:00,1.21,887
10/22/2016 10:00:00,1.205,246
10/22/2016 11:00:00,1.481,446
10/22/2016 12:00:00,1.019,602
10/22/2016 13:00:00,1.014,681
10/22/2016 14:00:00,1.006,699
10/22/2016 15:00:00,1.015,646
10/22/2016 16:00:00,1.026,532
10/22/2016 17:00:00,1.02,359
10/22/2016 18:00:00,1.013,144
10/22/2016 19:00:00,1.014,105
10/22/2016 20:00:00,1.026,2
10/22/2016 21:00:00,0.968,2
10/22/2016 22:00:00,0.959,2
10/22/2016 23:00:00,0.951,2
10/23/2016 00:00:00,0.823,2
10/23/2016 01:00:00,0.956,2
10/23/2016 02:00:00,0.963,2
10/23/2016 03:00:00,0.95,2
10/23/2016 04:00:00,0.97,2
10/23/2016 05:00:00,0.961,2
10/23/2016 06:00:00,0.962,116
10/23/2016 07:00:00,0.949,116
10/23/2016 08:00:00,0.968,116
10/23/2016 09:00:00,0.958,27
10/23/2016 10:00:00,1.418,236
10/23/2016 11:00:00,0.999,432
10/23/2016 12:00:00,1.126,583
10/23/2016 13:00:00,0.953,658
10/23/2016 14:00:00,1.259,667
10/23/2016 15:00:00,0.945,628
10/23/2016 16:00:00,0.972,511
10/23/2016 17:00:00,0.958,336
10/23/2016 18:00:00,0.962,92
10/23/2016 19:00:00,0.95,72
10/23/2016 20:00:00,0.97,2
10/23/2016 21:00:00,1.379,2
10/23/2016 22:00:00,2.299,2
10/23/2016 23:00:00,1.732,2
10/24/2016 00:00:00,1.973,2
10/24/2016 01:00:00,1.122,2
10/24/2016 02:00:00,0.952,2
10/24/2016 03:00:00,0.967,2
10/24/2016 04:00:00,0.969,2
10/24/2016 05:00:00,1.658,2
10/24/2016 06:00:00,1.71,2
10/24/2016 07:00:00,2.769,2
10/24/2016 08:00:00,4.578,116
10/24/2016 09:00:00,5.385,13
10/24/2016 10:00:00,6.665,170
10/24/2016 11:00:00,6.374,375
10/24/2016 12:00:00,6.398,549
10/24/2016 13:00:00,6.435,580
10/24/2016 14:00:00,7.189,656
10/24/2016 15:00:00,6.849,611
10/24/2016 16:00:00,6.51,494
10/24/2016 17:00:00,6.74,320
10/24/2016 18:00:00,6.728,13
10/24/2016 19:00:00,5.981,886
10/24/2016 20:00:00,5.582,2
10/24/2016 21:00:00,5.43,2
10/24/2016 22:00:00,4.709,2
10/24/2016 23:00:00,3.42,2
10/25/2016 00:00:00,1.715,2
10/25/2016 01:00:00,2.021,2
10/25/2016 02:00:00,1.558,2
10/25/2016 03:00:00,1.132,2
10/25/2016 04:00:00,1.122,2
10/25/2016 05:00:00,1.909,2
10/25/2016 06:00:00,1.536,2
10/25/2016 07:00:00,3.266,2
10/25/2016 08:00:00,5.595,116
10/25/2016 09:00:00,6.247,4
10/25/2016 10:00:00,6.618,210
10/25/2016 11:00:00,6.178,451
10/25/2016 12:00:00,6.547,587
10/25/2016 13:00:00,6.611,655
10/25/2016 14:00:00,6.807,655
10/25/2016 15:00:00,6.773,587
10/25/2016 16:00:00,6.711,447
10/25/2016 17:00:00,6.324,268
10/25/2016 18:00:00,5.502,20
10/25/2016 19:00:00,5.577,559
10/25/2016 20:00:00,5.399,2
10/25/2016 21:00:00,4.825,116
10/25/2016 22:00:00,4.994,116
10/25/2016 23:00:00,4.546,2
10/26/2016 00:00:00,2.456,116
10/26/2016 01:00:00,2.239,2
10/26/2016 02:00:00,1.406,116
10/26/2016 03:00:00,1.211,116
10/26/2016 04:00:00,1.234,116
10/26/2016 05:00:00,2.047,116
10/26/2016 06:00:00,1.716,116
10/26/2016 07:00:00,2.34,116
10/26/2016 08:00:00,4.592,448
10/26/2016 09:00:00,5.325,54
10/26/2016 10:00:00,6.699,251
10/26/2016 11:00:00,6.413,440
10/26/2016 12:00:00,6.43,590
10/26/2016 13:00:00,6.796,601
10/26/2016 14:00:00,6.418,630
10/26/2016 15:00:00,6.434,567
10/26/2016 16:00:00,6.758,401
10/26/2016 17:00:00,6.408,170
10/26/2016 18:00:00,6.322,781
10/26/2016 19:00:00,5.873,116
10/26/2016 20:00:00,5.348,2
10/26/2016 21:00:00,4.962,2
10/26/2016 22:00:00,4.265,2
10/26/2016 23:00:00,3.485,2
10/27/2016 00:00:00,2.024,2
10/27/2016 01:00:00,2.093,2
10/27/2016 02:00:00,1.34,2
10/27/2016 03:00:00,1.004,2
10/27/2016 04:00:00,1.036,2
10/27/2016 05:00:00,1.74,2
10/27/2016 06:00:00,1.507,2
10/27/2016 07:00:00,2.139,2
10/27/2016 08:00:00,5.433,116
10/27/2016 09:00:00,6.975,32
10/27/2016 10:00:00,7.228,42
10/27/2016 11:00:00,7.566,51
10/27/2016 12:00:00,7.185,232
10/27/2016 13:00:00,7.099,47
10/27/2016 14:00:00,6.526,279
10/27/2016 15:00:00,6.64,230
10/27/2016 16:00:00,6.889,318
10/27/2016 17:00:00,6.274,230
10/27/2016 18:00:00,5.136,692
10/27/2016 19:00:00,4.542,116
10/27/2016 20:00:00,3.932,2
10/27/2016 21:00:00,3.059,2
10/27/2016 22:00:00,3.376,2
10/27/2016 23:00:00,2.842,2
10/28/2016 00:00:00,2.241,116
10/28/2016 01:00:00,2.239,2
10/28/2016 02:00:00,1.245,2
10/28/2016 03:00:00,1.216,2
10/28/2016 04:00:00,1.206,2
10/28/2016 05:00:00,1.671,2
10/28/2016 06:00:00,1.844,2
10/28/2016 07:00:00,2.385,2
10/28/2016 08:00:00,4.34,116
10/28/2016 09:00:00,5.994,31
10/28/2016 10:00:00,5.895,244
10/28/2016 11:00:00,6.432,413
10/28/2016 12:00:00,6.163,549
10/28/2016 13:00:00,6.021,621
10/28/2016 14:00:00,6.401,622
10/28/2016 15:00:00,6.212,555
10/28/2016 16:00:00,5.534,423
10/28/2016 17:00:00,3.872,243
10/28/2016 18:00:00,2.298,526
10/28/2016 19:00:00,1.898,227
10/28/2016 20:00:00,1.664,2
10/28/2016 21:00:00,1.66,2
10/28/2016 22:00:00,1.662,2
10/28/2016 23:00:00,1.569,2
10/29/2016 00:00:00,1.288,2
10/29/2016 01:00:00,1.527,2
10/29/2016 02:00:00,1.552,2
10/29/2016 03:00:00,1.513,2
10/29/2016 04:00:00,1.527,2
10/29/2016 05:00:00,1.53,2
10/29/2016 06:00:00,1.516,2
10/29/2016 07:00:00,1.516,2
10/29/2016 08:00:00,1.533,337
10/29/2016 09:00:00,1.528,33
10/29/2016 10:00:00,1.519,225
10/29/2016 11:00:00,1.51,403
10/29/2016 12:00:00,1.539,539
10/29/2016 13:00:00,1.521,612
10/29/2016 14:00:00,1.578,616
10/29/2016 15:00:00,1.649,549
10/29/2016 16:00:00,1.527,424
10/29/2016 17:00:00,1.529,238
10/29/2016 18:00:00,1.52,515
10/29/2016 19:00:00,1.516,227
10/29/2016 20:00:00,1.528,2
10/29/2016 21:00:00,1.522,2
10/29/2016 22:00:00,1.53,2
10/29/2016 23:00:00,1.512,2
10/30/2016 00:00:00,1.291,2
10/30/2016 01:00:00,1.524,2
10/30/2016 02:00:00,1.526,2
10/30/2016 03:00:00,1.519,2
10/30/2016 04:00:00,1.523,2
10/30/2016 05:00:00,1.531,2
10/30/2016 06:00:00,1.527,2
10/30/2016 07:00:00,1.511,2
10/30/2016 08:00:00,1.528,227
10/30/2016 09:00:00,1.53,23
10/30/2016 10:00:00,1.524,219
10/30/2016 11:00:00,1.578,399
10/30/2016 12:00:00,1.521,532
10/30/2016 13:00:00,1.528,610
10/30/2016 14:00:00,1.524,605
10/30/2016 15:00:00,1.523,640
10/30/2016 16:00:00,1.522,381
10/30/2016 17:00:00,1.578,244
10/30/2016 18:00:00,1.527,449
10/30/2016 19:00:00,1.523,116
10/30/2016 20:00:00,1.518,2
10/30/2016 21:00:00,1.529,2
10/30/2016 22:00:00,2.032,2
10/30/2016 23:00:00,2.08,2
10/31/2016 00:00:00,1.98,2
10/31/2016 01:00:00,2.495,2
10/31/2016 02:00:00,1.857,2
10/31/2016 03:00:00,1.821,2
10/31/2016 04:00:00,1.817,2
10/31/2016 05:00:00,2.306,2
10/31/2016 06:00:00,1.879,2
10/31/2016 07:00:00,2.091,2
10/31/2016 08:00:00,5.524,227
10/31/2016 09:00:00,6.314,24
10/31/2016 10:00:00,6.78,217
10/31/2016 11:00:00,6.628,398
10/31/2016 12:00:00,6.633,531
10/31/2016 13:00:00,6.87,602
10/31/2016 14:00:00,6.811,608
10/31/2016 15:00:00,6.307,500
10/31/2016 16:00:00,6.213,466
10/31/2016 17:00:00,6.05,185
10/31/2016 18:00:00,5.938,548
10/31/2016 19:00:00,5.737,227
10/31/2016 20:00:00,5.369,2
10/31/2016 21:00:00,5.355,2
10/31/2016 22:00:00,5.538,2
10/31/2016 23:00:00,4.612,116
11/01/2016 00:00:00,2.285,2
11/01/2016 01:00:00,2.282,116
11/01/2016 02:00:00,1.825,2
11/01/2016 03:00:00,1.067,2
11/01/2016 04:00:00,1.062,2
11/01/2016 05:00:00,1.821,2
11/01/2016 06:00:00,1.47,2
11/01/2016 07:00:00,2.592,2
11/01/2016 08:00:00,5.375,116
11/01/2016 09:00:00,6.99,504
11/01/2016 10:00:00,7.196,98
11/01/2016 11:00:00,6.726,152
11/01/2016 12:00:00,6.274,180
11/01/2016 13:00:00,6.324,536
11/01/2016 14:00:00,6.309,567
11/01/2016 15:00:00,6.473,507
11/01/2016 16:00:00,6.113,380
11/01/2016 17:00:00,6.303,207
11/01/2016 18:00:00,6.051,326
11/01/2016 19:00:00,5.183,116
11/01/2016 20:00:00,4.66,116
11/01/2016 21:00:00,4.871,2
11/01/2016 22:00:00,4.615,2
11/01/2016 23:00:00,3.319,116
11/02/2016 00:00:00,2.125,2
11/02/2016 01:00:00,2.171,116
11/02/2016 02:00:00,2.021,2
11/02/2016 03:00:00,1.3,2
11/02/2016 04:00:00,1.255,2
11/02/2016 05:00:00,1.325,2
11/02/2016 06:00:00,2.249,2
11/02/2016 07:00:00,2.481,2
11/02/2016 08:00:00,5.079,227
11/02/2016 09:00:00,6.292,747
11/02/2016 10:00:00,6.889,88
11/02/2016 11:00:00,6.789,351
11/02/2016 12:00:00,6.687,440
11/02/2016 13:00:00,6.794,438
11/02/2016 14:00:00,6.953,594
11/02/2016 15:00:00,7.203,525
11/02/2016 16:00:00,7.083,458
11/02/2016 17:00:00,6.781,152
11/02/2016 18:00:00,5.888,626
11/02/2016 19:00:00,6.012,227
11/02/2016 20:00:00,5.733,2
11/02/2016 21:00:00,4.816,2
11/02/2016 22:00:00,4.528,2
11/02/2016 23:00:00,3.992,2
11/03/2016 00:00:00,2.808,2
11/03/2016 01:00:00,2.66,2
11/03/2016 02:00:00,1.712,2
11/03/2016 03:00:00,1.591,2
11/03/2016 04:00:00,1.565,2
11/03/2016 05:00:00,2.175,2
11/03/2016 06:00:00,1.549,2
11/03/2016 07:00:00,2.433,2
11/03/2016 08:00:00,4.949,227
11/03/2016 09:00:00,6.311,8
11/03/2016 10:00:00,6.775,197
11/03/2016 11:00:00,6.974,366
11/03/2016 12:00:00,7.36,509
11/03/2016 13:00:00,7.158,356
11/03/2016 14:00:00,6.395,396
11/03/2016 15:00:00,6.231,390
11/03/2016 16:00:00,5.927,302
11/03/2016 17:00:00,6.01,29
11/03/2016 18:00:00,6.753,326
11/03/2016 19:00:00,5.62,2
11/03/2016 20:00:00,4.37,2
11/03/2016 21:00:00,3.752,2
11/03/2016 22:00:00,4.244,2
11/03/2016 23:00:00,4.151,2
11/04/2016 00:00:00,2.33,2
11/04/2016 01:00:00,2.458,2
11/04/2016 02:00:00,1.757,2
11/04/2016 03:00:00,1.714,2
11/04/2016 04:00:00,1.547,2
11/04/2016 05:00:00,2.061,2
11/04/2016 06:00:00,1.708,2
11/04/2016 07:00:00,2.018,2
11/04/2016 08:00:00,4.954,116
11/04/2016 09:00:00,5.011,14
11/04/2016 10:00:00,4.9,215
11/04/2016 11:00:00,5.793,394
11/04/2016 12:00:00,5.878,529
11/04/2016 13:00:00,4.99,607
11/04/2016 14:00:00,5.224,607
11/04/2016 15:00:00,5.223,539
11/04/2016 16:00:00,4.575,409
11/04/2016 17:00:00,4.424,226
11/04/2016 18:00:00,1.577,228
11/04/2016 19:00:00,1.015,2
