datetime,wattage,sunlight
11/04/2016 20:00:00,0.994,2
11/04/2016 21:00:00,0.973,2
11/04/2016 22:00:00,0.999,2
11/04/2016 23:00:00,1.002,2
11/05/2016 00:00:00,0.863,2
11/05/2016 01:00:00,0.979,2
11/05/2016 02:00:00,0.993,2
11/05/2016 03:00:00,1.022,2
11/05/2016 04:00:00,1,2
11/05/2016 05:00:00,0.978,2
11/05/2016 06:00:00,1.002,2
11/05/2016 07:00:00,0.99,2
11/05/2016 08:00:00,0.998,227
11/05/2016 09:00:00,1.457,22
11/05/2016 10:00:00,1.756,178
11/05/2016 11:00:00,1.884,374
11/05/2016 12:00:00,1.562,528
11/05/2016 13:00:00,1.347,599
11/05/2016 14:00:00,1.119,605
11/05/2016 15:00:00,1.099,532
11/05/2016 16:00:00,1.12,394
11/05/2016 17:00:00,1.122,174
11/05/2016 18:00:00,1.138,460
11/05/2016 19:00:00,1.557,2
11/05/2016 20:00:00,1.378,2
11/05/2016 21:00:00,1.122,2
11/05/2016 22:00:00,1.139,2
11/05/2016 23:00:00,1.131,2
